"|","|__name","|__party","|__rank","|__title","|__thomas","|__bioguide","|__chamber"
"","Brian Schatz","minority","6","","02173","S001194",""
"","Chris Van Hollen","minority","7","","01729","V000128",""
"","Catherine Cortez Masto","minority","8","","","C001113",""
"","Sherrod Brown","minority","9","Ex Officio","00136","B000944",""
"SSBK09","Tim Scott","majority","1","Chairman","02056","S001184",""
"","Richard C. Shelby","majority","2","","01049","S000320",""
"","Dean Heller","majority","3","","01863","H001041",""
"","Mike Rounds","majority","4","","02288","R000605",""
"","Thom Tillis","majority","5","","02291","T000476",""
"","John Kennedy","majority","6","","","K000393",""
"","Mike Crapo","majority","7","Ex Officio","00250","C000880",""
"","Robert Menendez","minority","1","Ranking Member","00791","M000639",""
"","Jack Reed","minority","2","","00949","R000122",""
"","Heidi Heitkamp","minority","3","","02174","H001069",""
"","Brian Schatz","minority","4","","02173","S001194",""
"","Chris Van Hollen","minority","5","","01729","V000128",""
"","Sherrod Brown","minority","6","Ex Officio","00136","B000944",""
"SSBK12","Tom Cotton","majority","1","Chairman","02098","C001095",""
"","Patrick J. Toomey","majority","2","","02085","T000461",""
"","David Perdue","majority","3","","02286","P000612",""
"","Thom Tillis","majority","4","","02291","T000476",""
"","John Kennedy","majority","5","","","K000393",""
"","Mike Crapo","majority","6","Ex Officio","00250","C000880",""
"","Heidi Heitkamp","minority","1","Ranking Member","02174","H001069",""
"","Robert Menendez","minority","2","","00791","M000639",""
"","Elizabeth Warren","minority","3","","02182","W000817",""
"","Joe Donnelly","minority","4","","01850","D000607",""
"","Sherrod Brown","minority","5","Ex Officio","00136","B000944",""
"SSBU","Michael B. Enzi","majority","1","Chairman","01542","E000285",""
"","Chuck Grassley","majority","2","","00457","G000386",""
"","Mike Crapo","majority","3","","00250","C000880",""
"","Lindsey Graham","majority","4","","00452","G000359",""
"","Patrick J. Toomey","majority","5","","02085","T000461",""
"","Ron Johnson","majority","6","","02086","J000293",""
"","Bob Corker","majority","7","","01825","C001071",""
"","David Perdue","majority","8","","02286","P000612",""
"","Cory Gardner","majority","9","","01998","G000562",""
"","John Kennedy","majority","10","","","K000393",""
"","John Boozman","majority","11","","01687","B001236",""
"","Luther Strange","majority","12","","","S001202",""
"","Bernard Sanders","minority","1","Ranking Member","01010","S000033",""
"","Patty Murray","minority","2","","01409","M001111",""
"","Ron Wyden","minority","3","","01247","W000779",""
"","Debbie Stabenow","minority","4","","01531","S000770",""
"","Sheldon Whitehouse","minority","5","","01823","W000802",""
"","Mark R. Warner","minority","6","","01897","W000805",""
"","Jeff Merkley","minority","7","","01900","M001176",""
"","Tim Kaine","minority","8","","02176","K000384",""
"","Angus S. King, Jr.","minority","9","","02185","K000383",""
"","Chris Van Hollen","minority","10","","01729","V000128",""
"","Kamala D. Harris","minority","11","","","H001075",""
"SSCM","John Thune","majority","1","Chairman","01534","T000250",""
"","Roger F. Wicker","majority","2","","01226","W000437",""
"","Roy Blunt","majority","3","","01464","B000575",""
"","Ted Cruz","majority","4","","02175","C001098",""
"","Deb Fischer","majority","5","","02179","F000463",""
"","Jerry Moran","majority","6","","01507","M000934",""
"","Dan Sullivan","majority","7","","02290","S001198",""
"","Dean Heller","majority","8","","01863","H001041",""
"","James M. Inhofe","majority","9","","00583","I000024",""
"","Mike Lee","majority","10","","02080","L000577",""
"","Ron Johnson","majority","11","","02086","J000293",""
"","Shelley Moore Capito","majority","12","","01676","C001047",""
"","Cory Gardner","majority","13","","01998","G000562",""
"","Todd Young","majority","14","","02019","Y000064",""
"","Bill Nelson","minority","1","Ranking Member","00859","N000032",""
"","Maria Cantwell","minority","2","","00172","C000127",""
"","Amy Klobuchar","minority","3","","01826","K000367",""
"","Richard Blumenthal","minority","4","","02076","B001277",""
"","Brian Schatz","minority","5","","02173","S001194",""
"","Edward J. Markey","minority","6","","00735","M000133",""
"","Cory A. Booker","minority","7","","02194","B001288",""
"","Tom Udall","minority","8","","01567","U000039",""
"","Gary C. Peters","minority","9","","01929","P000595",""
"","Tammy Baldwin","minority","10","","01558","B001230",""
"","Tammy Duckworth","minority","11","","02123","D000622",""
"","Margaret Wood Hassan","minority","12","","","H001076",""
"","Catherine Cortez Masto","minority","13","","","C001113",""
"SSCM01","Roy Blunt","majority","1","Chairman","01464","B000575",""
"","Roger F. Wicker","majority","2","","01226","W000437",""
"","Ted Cruz","majority","3","","02175","C001098",""
"","Deb Fischer","majority","4","","02179","F000463",""
"","Jerry Moran","majority","5","","01507","M000934",""
"","Dan Sullivan","majority","6","","02290","S001198",""
"","Dean Heller","majority","7","","01863","H001041",""
"","James M. Inhofe","majority","8","","00583","I000024",""
"","Mike Lee","majority","9","","02080","L000577",""
"","Shelley Moore Capito","majority","10","","01676","C001047",""
"","Cory Gardner","majority","11","","01998","G000562",""
"","Todd Young","majority","12","","02019","Y000064",""
"","John Thune","majority","13","Ex Officio","01534","T000250",""
"","Maria Cantwell","minority","1","Ranking Member","00172","C000127",""
"","Amy Klobuchar","minority","2","","01826","K000367",""
"","Richard Blumenthal","minority","3","","02076","B001277",""
"","Brian Schatz","minority","4","","02173","S001194",""
"","Edward J. Markey","minority","5","","00735","M000133",""
"","Cory A. Booker","minority","6","","02194","B001288",""
"","Tom Udall","minority","7","","01567","U000039",""
"","Gary C. Peters","minority","8","","01929","P000595",""
"","Tammy Baldwin","minority","9","","01558","B001230",""
"","Tammy Duckworth","minority","10","","02123","D000622",""
"","Margaret Wood Hassan","minority","11","","","H001076",""
"","Bill Nelson","minority","12","Ex Officio","00859","N000032",""
"SSCM20","Jerry Moran","majority","1","Chairman","01507","M000934",""
"","Roy Blunt","majority","2","","01464","B000575",""
"","Ted Cruz","majority","3","","02175","C001098",""
"","Deb Fischer","majority","4","","02179","F000463",""
"","Dean Heller","majority","5","","01863","H001041",""
"","James M. Inhofe","majority","6","","00583","I000024",""
"","Mike Lee","majority","7","","02080","L000577",""
"","Shelley Moore Capito","majority","8","","01676","C001047",""
"","Todd Young","majority","9","","02019","Y000064",""
"","John Thune","majority","10","Ex Officio","01534","T000250",""
"","Richard Blumenthal","minority","1","Ranking Member","02076","B001277",""
"","Amy Klobuchar","minority","2","","01826","K000367",""
"","Edward J. Markey","minority","3","","00735","M000133",""
"","Cory A. Booker","minority","4","","02194","B001288",""
"","Tom Udall","minority","5","","01567","U000039",""
"","Tammy Duckworth","minority","6","","02123","D000622",""
"","Margaret Wood Hassan","minority","7","","","H001076",""
"","Catherine Cortez Masto","minority","8","","","C001113",""
"","Bill Nelson","minority","9","Ex Officio","00859","N000032",""
"SSCM22","Dan Sullivan","majority","1","Chairman","02290","S001198",""
"","Roger F. Wicker","majority","2","","01226","W000437",""
"","Deb Fischer","majority","3","","02179","F000463",""
"","James M. Inhofe","majority","4","","00583","I000024",""
"","Mike Lee","majority","5","","02080","L000577",""
"","Ron Johnson","majority","6","","02086","J000293",""
"","Cory Gardner","majority","7","","01998","G000562",""
"","Todd Young","majority","8","","02019","Y000064",""
"","John Thune","majority","9","Ex Officio","01534","T000250",""
"","Gary C. Peters","minority","1","Ranking Member","01929","P000595",""
"","Maria Cantwell","minority","2","","00172","C000127",""
"","Richard Blumenthal","minority","3","","02076","B001277",""
"","Brian Schatz","minority","4","","02173","S001194",""
"","Edward J. Markey","minority","5","","00735","M000133",""
"","Cory A. Booker","minority","6","","02194","B001288",""
"","Tammy Baldwin","minority","7","","01558","B001230",""
"","Bill Nelson","minority","8","Ex Officio","00859","N000032",""
"SSCM24","Ted Cruz","majority","1","Chairman","02175","C001098",""
"","Jerry Moran","majority","2","","01507","M000934",""
"","Dan Sullivan","majority","3","","02290","S001198",""
"","Mike Lee","majority","4","","02080","L000577",""
"","Ron Johnson","majority","5","","02086","J000293",""
"","Shelley Moore Capito","majority","6","","01676","C001047",""
"","Cory Gardner","majority","7","","01998","G000562",""
"","John Thune","majority","8","Ex Officio","01534","T000250",""
"","Edward J. Markey","minority","1","Ranking Member","00735","M000133",""
"","Brian Schatz","minority","2","","02173","S001194",""
"","Tom Udall","minority","3","","01567","U000039",""
"","Gary C. Peters","minority","4","","01929","P000595",""
"","Tammy Baldwin","minority","5","","01558","B001230",""
"","Margaret Wood Hassan","minority","6","","","H001076",""
"","Bill Nelson","minority","7","Ex Officio","00859","N000032",""
"SSCM25","Deb Fischer","majority","1","Chairman","02179","F000463",""
"","Roger F. Wicker","majority","2","","01226","W000437",""
"","Roy Blunt","majority","3","","01464","B000575",""
"","Dean Heller","majority","4","","01863","H001041",""
"","James M. Inhofe","majority","5","","00583","I000024",""
"","Ron Johnson","majority","6","","02086","J000293",""
"","Shelley Moore Capito","majority","7","","01676","C001047",""
"","Cory Gardner","majority","8","","01998","G000562",""
"","Todd Young","majority","9","","02019","Y000064",""
"","John Thune","majority","10","Ex Officio","01534","T000250",""
"","Cory A. Booker","minority","1","Ranking Member","02194","B001288",""
"","Maria Cantwell","minority","2","","00172","C000127",""
"","Amy Klobuchar","minority","3","","01826","K000367",""
"","Richard Blumenthal","minority","4","","02076","B001277",""
"","Tom Udall","minority","5","","01567","U000039",""
"","Tammy Baldwin","minority","6","","01558","B001230",""
"","Tammy Duckworth","minority","7","","02123","D000622",""
"","Margaret Wood Hassan","minority","8","","","H001076",""
"","Bill Nelson","minority","9","Ex Officio","00859","N000032",""
"SSCM26","Roger F. Wicker","majority","1","Chairman","01226","W000437",""
"","Roy Blunt","majority","2","","01464","B000575",""
"","Ted Cruz","majority","3","","02175","C001098",""
"","Deb Fischer","majority","4","","02179","F000463",""
"","Jerry Moran","majority","5","","01507","M000934",""
"","Dan Sullivan","majority","6","","02290","S001198",""
"","Dean Heller","majority","7","","01863","H001041",""
"","James M. Inhofe","majority","8","","00583","I000024",""
"","Mike Lee","majority","9","","02080","L000577",""
"","Ron Johnson","majority","10","","02086","J000293",""
"","Shelley Moore Capito","majority","11","","01676","C001047",""
"","Cory Gardner","majority","12","","01998","G000562",""
"","Todd Young","majority","13","","02019","Y000064",""
"","John Thune","majority","14","Ex Officio","01534","T000250",""
"","Brian Schatz","minority","1","Ranking Member","02173","S001194",""
"","Maria Cantwell","minority","2","","00172","C000127",""
"","Amy Klobuchar","minority","3","","01826","K000367",""
"","Richard Blumenthal","minority","4","","02076","B001277",""
"","Edward J. Markey","minority","5","","00735","M000133",""
"","Cory A. Booker","minority","6","","02194","B001288",""
"","Tom Udall","minority","7","","01567","U000039",""
"","Gary C. Peters","minority","8","","01929","P000595",""
"","Tammy Baldwin","minority","9","","01558","B001230",""
"","Tammy Duckworth","minority","10","","02123","D000622",""
"","Margaret Wood Hassan","minority","11","","","H001076",""
"","Catherine Cortez Masto","minority","12","","","C001113",""
"","Bill Nelson","minority","13","Ex Officio","00859","N000032",""
"SSEG","Lisa Murkowski","majority","1","Chairman","01694","M001153",""
"","John Barrasso","majority","2","","01881","B001261",""
"","James E. Risch","majority","3","","01896","R000584",""
"","Mike Lee","majority","4","","02080","L000577",""
"","Jeff Flake","majority","5","","01633","F000444",""
"","Steve Daines","majority","6","","02138","D000618",""
"","Cory Gardner","majority","7","","01998","G000562",""
"","Lamar Alexander","majority","8","","01695","A000360",""
"","John Hoeven","majority","9","","02079","H001061",""
"","Bill Cassidy","majority","10","","01925","C001075",""
"","Rob Portman","majority","11","","00924","P000449",""
"","Luther Strange","majority","12","","","S001202",""
"","Maria Cantwell","minority","1","Ranking Member","00172","C000127",""
"","Ron Wyden","minority","2","","01247","W000779",""
"","Bernard Sanders","minority","3","","01010","S000033",""
"","Debbie Stabenow","minority","4","","01531","S000770",""
"","Joe Manchin, III","minority","6","","01983","M001183",""
"","Martin Heinrich","minority","7","","01937","H001046",""
"","Mazie K. Hirono","minority","8","","01844","H001042",""
"","Angus S. King, Jr.","minority","9","","02185","K000383",""
"","Tammy Duckworth","minority","10","","02123","D000622",""
"","Catherine Cortez Masto","minority","11","","","C001113",""
"SSEG01","Cory Gardner","majority","1","Chairman","01998","G000562",""
"","James E. Risch","majority","2","","01896","R000584",""
"","Jeff Flake","majority","3","","01633","F000444",""
"","Steve Daines","majority","4","","02138","D000618",""
"","Lamar Alexander","majority","5","","01695","A000360",""
"","John Hoeven","majority","6","","02079","H001061",""
"","Bill Cassidy","majority","7","","01925","C001075",""
"","Rob Portman","majority","8","","00924","P000449",""
"","Luther Strange","majority","9","","","S001202",""
"","Lisa Murkowski","majority","10","Ex Officio","01694","M001153",""
"","Joe Manchin, III","minority","1","Ranking Member","01983","M001183",""
"","Ron Wyden","minority","2","","01247","W000779",""
"","Bernard Sanders","minority","3","","01010","S000033",""
"","Martin Heinrich","minority","5","","01937","H001046",""
"","Angus S. King, Jr.","minority","6","","02185","K000383",""
"","Tammy Duckworth","minority","7","","02123","D000622",""
"","Catherine Cortez Masto","minority","8","","","C001113",""
"","Maria Cantwell","minority","9","Ex Officio","00172","C000127",""
"SSEG03","Mike Lee","majority","1","Chairman","02080","L000577",""
"","John Barrasso","majority","2","","01881","B001261",""
"","James E. Risch","majority","3","","01896","R000584",""
"","Jeff Flake","majority","4","","01633","F000444",""
"","Steve Daines","majority","5","","02138","D000618",""
"","Cory Gardner","majority","6","","01998","G000562",""
"","Lamar Alexander","majority","7","","01695","A000360",""
"","John Hoeven","majority","8","","02079","H001061",""
"","Bill Cassidy","majority","9","","01925","C001075",""
"","Luther Strange","majority","10","","","S001202",""
"","Lisa Murkowski","majority","11","Ex Officio","01694","M001153",""
"","Ron Wyden","minority","1","Ranking Member","01247","W000779",""
"","Debbie Stabenow","minority","2","","01531","S000770",""
"","Joe Manchin, III","minority","4","","01983","M001183",""
"","Martin Heinrich","minority","5","","01937","H001046",""
"","Mazie K. Hirono","minority","6","","01844","H001042",""
"","Catherine Cortez Masto","minority","7","","","C001113",""
"","Maria Cantwell","minority","8","Ex Officio","00172","C000127",""
"SSEG04","Steve Daines","majority","1","Chairman","02138","D000618",""
"","John Barrasso","majority","2","","01881","B001261",""
"","Mike Lee","majority","3","","02080","L000577",""
"","Cory Gardner","majority","4","","01998","G000562",""
"","Lamar Alexander","majority","5","","01695","A000360",""
"","John Hoeven","majority","6","","02079","H001061",""
"","Rob Portman","majority","7","","00924","P000449",""
"","Lisa Murkowski","majority","8","Ex Officio","01694","M001153",""
"","Mazie K. Hirono","minority","1","Ranking Member","01844","H001042",""
"","Bernard Sanders","minority","2","","01010","S000033",""
"","Debbie Stabenow","minority","3","","01531","S000770",""
"","Martin Heinrich","minority","4","","01937","H001046",""
"","Angus S. King, Jr.","minority","5","","02185","K000383",""
"","Tammy Duckworth","minority","6","","02123","D000622",""
"","Maria Cantwell","minority","7","Ex Officio","00172","C000127",""
"SSEG07","Jeff Flake","majority","1","Chairman","01633","F000444",""
"","John Barrasso","majority","2","","01881","B001261",""
"","James E. Risch","majority","3","","01896","R000584",""
"","Mike Lee","majority","4","","02080","L000577",""
"","Bill Cassidy","majority","5","","01925","C001075",""
"","Rob Portman","majority","6","","00924","P000449",""
"","Luther Strange","majority","7","","","S001202",""
"","Lisa Murkowski","majority","8","Ex Officio","01694","M001153",""
"","Angus S. King, Jr.","minority","1","Ranking Member","02185","K000383",""
"","Ron Wyden","minority","2","","01247","W000779",""
"","Bernard Sanders","minority","3","","01010","S000033",""
"","Joe Manchin, III","minority","5","","01983","M001183",""
"","Tammy Duckworth","minority","6","","02123","D000622",""
"","Maria Cantwell","minority","7","Ex Officio","00172","C000127",""
"SSEV","John Barrasso","majority","1","Chairman","01881","B001261",""
"","James M. Inhofe","majority","2","","00583","I000024",""
"","Shelley Moore Capito","majority","3","","01676","C001047",""
"","John Boozman","majority","4","","01687","B001236",""
"","Roger F. Wicker","majority","5","","01226","W000437",""
"","Deb Fischer","majority","6","","02179","F000463",""
"","Jerry Moran","majority","7","","01507","M000934",""
"","Mike Rounds","majority","8","","02288","R000605",""
"","Joni Ernst","majority","9","","02283","E000295",""
"","Dan Sullivan","majority","10","","02290","S001198",""
"","Richard C. Shelby","majority","11","","01049","S000320",""
"","Thomas R. Carper","minority","1","Ranking Member","00179","C000174",""
"","Benjamin L. Cardin","minority","2","","00174","C000141",""
"","Bernard Sanders","minority","3","","01010","S000033",""
"","Sheldon Whitehouse","minority","4","","01823","W000802",""
"","Jeff Merkley","minority","5","","01900","M001176",""
"","Kirsten E. Gillibrand","minority","6","","01866","G000555",""
"","Cory A. Booker","minority","7","","02194","B001288",""
"","Edward J. Markey","minority","8","","00735","M000133",""
"","Tammy Duckworth","minority","9","","02123","D000622",""
"","Kamala D. Harris","minority","10","","","H001075",""
"SSEV08","James M. Inhofe","majority","1","Chairman","00583","I000024",""
"","Shelley Moore Capito","majority","2","","01676","C001047",""
"","John Boozman","majority","3","","01687","B001236",""
"","Roger F. Wicker","majority","4","","01226","W000437",""
"","Deb Fischer","majority","5","","02179","F000463",""
"","Jerry Moran","majority","6","","01507","M000934",""
"","Joni Ernst","majority","7","","02283","E000295",""
"","Dan Sullivan","majority","8","","02290","S001198",""
"","Richard C. Shelby","majority","9","","01049","S000320",""
"","John Barrasso","majority","10","Ex Officio","01881","B001261",""
"","Benjamin L. Cardin","minority","1","Ranking Member","00174","C000141",""
"","Bernard Sanders","minority","2","","01010","S000033",""
"","Sheldon Whitehouse","minority","3","","01823","W000802",""
"","Jeff Merkley","minority","4","","01900","M001176",""
"","Kirsten E. Gillibrand","minority","5","","01866","G000555",""
"","Edward J. Markey","minority","6","","00735","M000133",""
"","Tammy Duckworth","minority","7","","02123","D000622",""
"","Kamala D. Harris","minority","8","","","H001075",""
"","Thomas R. Carper","minority","9","Ex Officio","00179","C000174",""
"SSEV09","Mike Rounds","majority","1","Chairman","02288","R000605",""
"","Jerry Moran","majority","2","","01507","M000934",""
"","Joni Ernst","majority","3","","02283","E000295",""
"","Dan Sullivan","majority","4","","02290","S001198",""
"","John Barrasso","majority","5","Ex Officio","01881","B001261",""
"","Kamala D. Harris","minority","1","Ranking Member","","H001075",""
"","Bernard Sanders","minority","2","","01010","S000033",""
"","Cory A. Booker","minority","3","","02194","B001288",""
"","Thomas R. Carper","minority","4","Ex Officio","00179","C000174",""
"SSEV10","Shelley Moore Capito","majority","1","Chairman","01676","C001047",""
"","James M. Inhofe","majority","2","","00583","I000024",""
"","John Boozman","majority","3","","01687","B001236",""
"","Roger F. Wicker","majority","4","","01226","W000437",""
"","Deb Fischer","majority","5","","02179","F000463",""
"","Jerry Moran","majority","6","","01507","M000934",""
"","Joni Ernst","majority","7","","02283","E000295",""
"","Richard C. Shelby","majority","8","","01049","S000320",""
"","John Barrasso","majority","9","Ex Officio","01881","B001261",""
"","Sheldon Whitehouse","minority","1","Ranking Member","01823","W000802",""
"","Benjamin L. Cardin","minority","2","","00174","C000141",""
"","Bernard Sanders","minority","3","","01010","S000033",""
"","Jeff Merkley","minority","4","","01900","M001176",""
"","Kirsten E. Gillibrand","minority","5","","01866","G000555",""
"","Edward J. Markey","minority","6","","00735","M000133",""
"","Tammy Duckworth","minority","7","","02123","D000622",""
"","Thomas R. Carper","minority","8","Ex Officio","00179","C000174",""
"SSEV15","John Boozman","majority","1","Chairman","01687","B001236",""
"","James M. Inhofe","majority","2","","00583","I000024",""
"","Shelley Moore Capito","majority","3","","01676","C001047",""
"","Roger F. Wicker","majority","4","","01226","W000437",""
"","Deb Fischer","majority","5","","02179","F000463",""
"","Mike Rounds","majority","6","","02288","R000605",""
"","Dan Sullivan","majority","7","","02290","S001198",""
"","Richard C. Shelby","majority","8","","01049","S000320",""
"","John Barrasso","majority","9","Ex Officio","01881","B001261",""
"","Tammy Duckworth","minority","1","Ranking Member","02123","D000622",""
"","Benjamin L. Cardin","minority","2","","00174","C000141",""
"","Sheldon Whitehouse","minority","3","Ranking Member","01823","W000802",""
"","Jeff Merkley","minority","4","","01900","M001176",""
"","Kirsten E. Gillibrand","minority","5","","01866","G000555",""
"","Cory A. Booker","minority","6","","02194","B001288",""
"","Edward J. Markey","minority","7","","00735","M000133",""
"","Thomas R. Carper","minority","8","Ex Officio","00179","C000174",""
"SSFI","Orrin G. Hatch","majority","1","Chairman","01351","H000338",""
"","Chuck Grassley","majority","2","","00457","G000386",""
"","Mike Crapo","majority","3","","00250","C000880",""
"","Pat Roberts","majority","4","","00968","R000307",""
"","Michael B. Enzi","majority","5","","01542","E000285",""
"","John Cornyn","majority","6","","01692","C001056",""
"","John Thune","majority","7","","01534","T000250",""
"","Richard Burr","majority","8","","00153","B001135",""
"","Johnny Isakson","majority","9","","01608","I000055",""
"","Rob Portman","majority","10","","00924","P000449",""
"","Patrick J. Toomey","majority","11","","02085","T000461",""
"","Dean Heller","majority","12","","01863","H001041",""
"","Tim Scott","majority","13","","02056","S001184",""
"","Bill Cassidy","majority","14","","01925","C001075",""
"","Ron Wyden","minority","1","Ranking Member","01247","W000779",""
"","Debbie Stabenow","minority","2","","01531","S000770",""
"","Maria Cantwell","minority","3","","00172","C000127",""
"","Bill Nelson","minority","4","","00859","N000032",""
"","Robert Menendez","minority","5","","00791","M000639",""
"","Thomas R. Carper","minority","6","","00179","C000174",""
"","Benjamin L. Cardin","minority","7","","00174","C000141",""
"","Sherrod Brown","minority","8","","00136","B000944",""
"","Michael F. Bennet","minority","9","","01965","B001267",""
"","Robert P. Casey, Jr.","minority","10","","01828","C001070",""
"","Mark R. Warner","minority","11","","01897","W000805",""
"","Claire McCaskill","minority","12","","01820","M001170",""
"SSFI02","Bill Cassidy","majority","1","Chairman","01925","C001075",""
"","Rob Portman","majority","2","","00924","P000449",""
"","Mike Crapo","majority","3","","00250","C000880",""
"","Patrick J. Toomey","majority","4","","02085","T000461",""
"","Orrin G. Hatch","majority","5","Ex Officio","01351","H000338",""
"","Sherrod Brown","minority","1","Ranking Member","00136","B000944",""
"","Robert P. Casey, Jr.","minority","2","","01828","C001070",""
"","Ron Wyden","minority","3","Ex Officio","01247","W000779",""
"SSFI10","Patrick J. Toomey","majority","1","Chairman","02085","T000461",""
"","Chuck Grassley","majority","2","","00457","G000386",""
"","Pat Roberts","majority","3","","00968","R000307",""
"","Michael B. Enzi","majority","4","","01542","E000285",""
"","John Thune","majority","5","","01534","T000250",""
"","Richard Burr","majority","6","","00153","B001135",""
"","Johnny Isakson","majority","7","","01608","I000055",""
"","Rob Portman","majority","8","","00924","P000449",""
"","Dean Heller","majority","9","","01863","H001041",""
"","Bill Cassidy","majority","10","","01925","C001075",""
"","Orrin G. Hatch","majority","11","Ex Officio","01351","H000338",""
"","Debbie Stabenow","minority","1","Ranking Member","01531","S000770",""
"","Robert Menendez","minority","2","","00791","M000639",""
"","Maria Cantwell","minority","3","","00172","C000127",""
"","Thomas R. Carper","minority","4","","00179","C000174",""
"","Benjamin L. Cardin","minority","5","","00174","C000141",""
"","Sherrod Brown","minority","6","","00136","B000944",""
"","Mark R. Warner","minority","7","","01897","W000805",""
"","Ron Wyden","minority","8","","01247","W000779",""
"SSFI11","Rob Portman","majority","1","Chairman","00924","P000449",""
"","Mike Crapo","majority","2","","00250","C000880",""
"","Pat Roberts","majority","3","","00968","R000307",""
"","Michael B. Enzi","majority","4","","01542","E000285",""
"","John Cornyn","majority","5","","01692","C001056",""
"","John Thune","majority","6","","01534","T000250",""
"","Richard Burr","majority","7","","00153","B001135",""
"","Johnny Isakson","majority","8","","01608","I000055",""
"","Patrick J. Toomey","majority","9","","02085","T000461",""
"","Tim Scott","majority","10","","02056","S001184",""
"","Orrin G. Hatch","majority","11","Ex Officio","01351","H000338",""
"","Mark R. Warner","minority","1","Ranking Member","01897","W000805",""
"","Thomas R. Carper","minority","2","","00179","C000174",""
"","Benjamin L. Cardin","minority","3","","00174","C000141",""
"","Claire McCaskill","minority","4","","01820","M001170",""
"","Robert Menendez","minority","5","","00791","M000639",""
"","Michael F. Bennet","minority","6","","01965","B001267",""
"","Robert P. Casey, Jr.","minority","7","","01828","C001070",""
"","Maria Cantwell","minority","8","","00172","C000127",""
"","Ron Wyden","minority","9","Ex Officio","01247","W000779",""
"SSFI12","Dean Heller","majority","1","Chairman","01863","H001041",""
"","Chuck Grassley","majority","2","","00457","G000386",""
"","Mike Crapo","majority","3","","00250","C000880",""
"","Michael B. Enzi","majority","4","","01542","E000285",""
"","John Cornyn","majority","5","","01692","C001056",""
"","Richard Burr","majority","6","","00153","B001135",""
"","Tim Scott","majority","7","","02056","S001184",""
"","Bill Cassidy","majority","8","","01925","C001075",""
"","Orrin G. Hatch","majority","9","Ex Officio","01351","H000338",""
"","Michael F. Bennet","minority","1","Ranking Member","01965","B001267",""
"","Maria Cantwell","minority","2","","00172","C000127",""
"","Bill Nelson","minority","3","","00859","N000032",""
"","Robert Menendez","minority","4","","00791","M000639",""
"","Thomas R. Carper","minority","5","","00179","C000174",""
"","Mark R. Warner","minority","6","","01897","W000805",""
"","Ron Wyden","minority","7","Ex Officio","01247","W000779",""
"SSFI13","John Cornyn","majority","1","Chairman","01692","C001056",""
"","Chuck Grassley","majority","2","","00457","G000386",""
"","Pat Roberts","majority","3","","00968","R000307",""
"","Johnny Isakson","majority","4","","01608","I000055",""
"","John Thune","majority","5","","01534","T000250",""
"","Dean Heller","majority","6","","01863","H001041",""
"","Orrin G. Hatch","majority","7","Ex Officio","01351","H000338",""
"","Robert P. Casey, Jr.","minority","1","Ranking Member","01828","C001070",""
"","Debbie Stabenow","minority","2","","01531","S000770",""
"","Bill Nelson","minority","3","","00859","N000032",""
"","Claire McCaskill","minority","4","","01820","M001170",""
"","Ron Wyden","minority","5","Ex Officio","01247","W000779",""
"SSFI14","Tim Scott","majority","1","Chairman","02056","S001184",""
"","Orrin G. Hatch","majority","2","","01351","H000338",""
"","Ron Wyden","minority","1","Ranking Member","01247","W000779",""
"SSFR","Bob Corker","majority","1","Chairman","01825","C001071",""
"","James E. Risch","majority","2","","01896","R000584",""
"","Marco Rubio","majority","3","","02084","R000595",""
"","Ron Johnson","majority","4","","02086","J000293",""
"","Jeff Flake","majority","5","","01633","F000444",""
"","Cory Gardner","majority","6","","01998","G000562",""
"","Todd Young","majority","7","","02019","Y000064",""
"","John Barrasso","majority","8","","01881","B001261",""
"","Johnny Isakson","majority","9","","01608","I000055",""
"","Rob Portman","majority","10","","00924","P000449",""
"","Rand Paul","majority","11","","02082","P000603",""
"","Benjamin L. Cardin","minority","1","Ranking Member","00174","C000141",""
"","Robert Menendez","minority","2","","00791","M000639",""
"","Jeanne Shaheen","minority","3","","01901","S001181",""
"","Christopher A. Coons","minority","4","","01984","C001088",""
"","Tom Udall","minority","5","","01567","U000039",""
"","Christopher Murphy","minority","6","","01837","M001169",""
"","Tim Kaine","minority","7","","02176","K000384",""
"","Edward J. Markey","minority","8","","00735","M000133",""
"","Jeff Merkley","minority","9","","01900","M001176",""
"","Cory A. Booker","minority","10","","02194","B001288",""
"SSFR01","Ron Johnson","majority","1","Chairman","02086","J000293",""
"","James E. Risch","majority","2","","01896","R000584",""
"","John Barrasso","majority","3","","01881","B001261",""
"","Rob Portman","majority","4","","00924","P000449",""
"","Rand Paul","majority","5","","02082","P000603",""
"","Bob Corker","majority","6","Ex Officio","01825","C001071",""
"","Christopher Murphy","minority","1","Ranking Member","01837","M001169",""
"","Edward J. Markey","minority","2","","00735","M000133",""
"","Robert Menendez","minority","3","","00791","M000639",""
"","Jeanne Shaheen","minority","4","","01901","S001181",""
"","Benjamin L. Cardin","minority","5","Ex Officio","00174","C000141",""
"SSFR02","Cory Gardner","majority","1","Chairman","01998","G000562",""
"","James E. Risch","majority","2","","01896","R000584",""
"","Marco Rubio","majority","3","","02084","R000595",""
"","John Barrasso","majority","4","","01881","B001261",""
"","Johnny Isakson","majority","5","","01608","I000055",""
"","Bob Corker","majority","6","Ex Officio","01825","C001071",""
"","Edward J. Markey","minority","1","Ranking Member","00735","M000133",""
"","Jeff Merkley","minority","2","","01900","M001176",""
"","Christopher Murphy","minority","3","","01837","M001169",""
